appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
239070,Hammerwatch,6.99,5092,566,,288,1,280,20,6,Medium
239120,FINAL FANTASY III,10.99,1029,250,,138,0,100,17,3,Medium
239140,Dying Light,24.99,78192,6176,,2033,0,229,20,9,High
239160,Thief,19.99,10486,4326,,276,0,304,20,5,Medium
239200,Amnesia: A Machine for Pigs,14.99,4336,2143,,100,0,226,20,2,Low
239250,Castlevania: Lords of Shadow 2,24.99,2390,479,,732,0,339,20,2,High
239430,Q.U.B.E: Director's Cut,6.99,1194,217,,63,0,279,18,2,Low
239800,Bleed,3.99,1635,120,,132,0,250,20,3,Low
239820,Game Dev Tycoon,6.99,27373,1436,,807,0,265,20,2,High
239840,Dead State: Reanimated,14.99,1405,526,,1264,0,282,20,6,High
240320,Panzar,0.0,2987,1609,,2218,0,330,20,8,High
240440,Quadrilateral Cowboy,14.99,468,50,,316,0,160,10,1,High
240620,Wanderlust Adventures,6.99,137,86,,201,0,274,13,5,Medium
240720,Getting Over It with Bennett Foddy,5.79,10964,2913,,169,0,57,20,2,Medium
240760,Wasteland 2: Director's Cut,23.79,6221,1309,,564,0,274,20,4,High
240970,Half Minute Hero: The Second Coming,6.99,425,33,,637,0,323,15,3,High
241240,Contraption Maker,7.19,959,92,,102,1,244,13,3,Low
241260,Sherlock Holmes: Crimes and Punishments,19.99,1988,169,,464,0,281,19,2,High
241300,Card City Nights 2,5.79,62,8,,444,0,80,4,1,High
241320,Ittle Dew,7.19,940,69,,266,0,280,18,2,Medium
241410,CastleStorm,6.99,1104,129,,950,0,213,13,4,High
241560,The Crew™,25.99,9479,4636,,657,0,337,20,7,High
241600,Rogue Legacy,10.99,13854,936,,769,0,319,20,3,High
241720,Guncraft,10.99,607,636,,103,0,341,9,6,Low
241910,Goodbye Deponia,16.99,1324,163,,239,0,163,14,0,Medium
242050,Assassin’s Creed® IV Black Flag™,16.99,23904,3362,,3234,0,215,20,5,High
242110,Joe Danger 2: The Movie,9.99,199,149,,391,0,339,9,1,High
242570,Space Hulk,18.99,1292,556,,87,1,303,11,2,Low
242640,Styx: Master of Shadows,24.99,4506,962,,243,0,202,20,4,Medium
242680,Nuclear Throne,9.29,9694,405,,682,0,331,20,4,High
242700,Injustice: Gods Among Us Ultimate Edition,14.99,8793,1473,,288,0,247,20,3,Medium
242720,GunZ 2: The Second Duel,0.0,6865,3424,,450,0,102,20,8,High
242760,The Forest,15.49,110460,8881,,2417,0,237,20,5,High
242780,Cognition: An Erica Reed Thriller,10.99,503,101,,111,0,315,11,0,Low
242820,140,3.99,3398,241,,205,0,197,14,1,Medium
242840,In Verbis Virtus,14.99,1102,266,,286,0,267,14,3,Medium
242860,Verdun,15.49,22048,4418,,3846,1,219,20,6,High
242880,"Sir, You Are Being Hunted",14.99,2760,743,,98,0,290,20,7,Low
242920,Banished,14.99,24653,2820,,1209,0,275,20,4,High
243120,Betrayer,3.99,2601,578,,112,0,332,20,6,Low
243160,Mushroom 11,10.99,436,88,,373,0,256,13,1,High
243200,Memoria,26.99,1352,136,,168,0,284,10,0,Medium
243280,Poöf,4.99,155,42,,217,0,342,5,2,Medium
243360,TrackMania² Valley,16.99,282,80,,466,0,330,10,1,High
243450,Urban Trial Freestyle,4.99,1191,272,,166,0,329,7,1,Medium
243470,Watch_Dogs™,25.99,15159,7383,,1176,0,109,20,7,High
243780,PixelJunk™ Monsters Ultimate,6.99,618,185,,135,1,289,9,4,Medium
243800,Gas Guzzlers Extreme,18.99,2511,415,,137,0,178,17,5,Medium
243930,Bound By Flame,14.99,1843,943,,731,0,245,19,3,High
243950,Divinity: Dragon Commander,29.99,1274,431,,430,0,227,17,5,High
243970,"Invisible, Inc.",14.99,3559,271,,325,0,235,20,3,High
244030,Take On Mars,20.99,850,660,,13,0,193,20,5,Low
244050,Rise of Flight United,0.0,736,668,,37,0,336,11,3,Low
244070,Sid Meier’s Ace Patrol,3.99,389,181,,175,0,291,8,1,Medium
244090,Sid Meier’s Ace Patrol: Pacific Skies,3.99,202,120,,193,0,263,7,1,Medium
244160,Homeworld Remastered Collection,26.99,5377,827,,353,0,238,20,3,High
244210,Assetto Corsa,15.49,15277,2337,,3107,0,196,20,3,High
244450,Men of War: Assault Squad 2,19.99,11389,2025,,4678,0,241,20,4,High
244590,Epigenesis,0.0,807,418,,139,0,333,11,4,Medium
244690,Face Noir,6.99,158,75,,81,0,286,7,0,Low
244710,Shelter,6.99,2774,479,,77,0,296,18,2,Low
244730,Divekick,3.99,1418,268,,238,0,256,16,3,Medium
244770,StarMade,10.99,1852,772,,2957,1,258,19,7,High
244850,Space Engineers,15.49,60221,9609,,3739,0,294,20,7,High
244870,Electronic Super Joy,5.49,3032,306,,242,0,253,15,1,Medium
244910,Homesick,10.99,788,218,,130,0,250,14,0,Low
244930,SNOW,0.0,7235,3754,,8180,1,181,20,3,High
245170,Skullgirls,6.99,14298,838,,347,0,279,20,3,High
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,14.99,3677,650,,185,0,303,20,2,Medium
245370,Etherium,7.49,321,509,,577,0,163,8,3,High
245390,"I Have No Mouth, and I Must Scream",4.79,836,106,,100,0,237,20,0,Low
245470,Democracy 3,18.99,4492,1596,,752,0,264,19,2,High
245490,Trials Fusion™,16.99,1141,615,,418,0,217,20,3,High
245620,Tropico 5,14.99,7878,2482,,292,1,284,20,6,Medium
246070,Hack 'n' Slash,9.99,412,348,,46,0,218,12,0,Low
246090,Spacebase DF-9,6.99,741,3134,,228,0,254,17,3,Medium
246110,MASSIVE CHALICE,14.99,1094,449,,56,0,293,11,2,Low
246420,Kingdom Rush,6.99,5101,182,,225,0,309,18,4,Medium
246580,The Typing of The Dead: Overkill,14.99,2280,347,,175,0,266,19,5,Medium
246620,Plague Inc: Evolved,11.99,20081,1419,,585,1,295,20,5,High
246680,Secrets of Rætikon,6.99,268,156,,6,0,176,12,2,Low
246700,Strike Vector,8.99,1560,756,,97,0,266,17,5,Low
246740,Huntsman: The Orphanage (Halloween Edition),6.19,66,159,,3,0,339,5,1,Low
246760,Legends of Eisenwald,14.99,1013,298,,506,0,201,12,2,High
246840,FATE,5.59,857,78,,11,0,316,12,2,Low
246880,Recruits,6.99,26,58,,1,0,232,5,2,Low
246900,Viscera Cleanup Detail,9.99,6753,580,,589,0,291,20,3,High
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,3.99,267,52,,99,0,312,11,1,Low
247000,Talisman: Digital Edition,5.19,2975,986,,332,1,292,18,3,High
247020,"Cook, Serve, Delicious!",6.99,4232,235,,381,0,266,20,3,High
247080,Crypt of the NecroDancer,10.99,14162,533,,326,0,223,20,4,High
247140,Soundodger+,5.59,615,67,,130,0,336,11,0,Low
247240,Volgarr the Viking,6.99,1698,387,,231,0,284,13,1,Medium
247430,Hitman: Contracts,8.29,1000,195,,15,0,326,15,3,Low
247660,Deadly Premonition: The Director's Cut,19.99,2038,916,,318,0,323,20,2,High
247730,Nether: Resurrected,6.99,7456,10167,,257,0,304,20,8,Medium
247870,Redshirt,6.99,152,221,,281,0,280,10,2,Medium
247950,Sacred 3,10.99,954,2861,,182,0,158,19,5,Medium
248190,Knytt Underground,4.99,275,41,,228,0,218,12,0,Medium
248310,Freedom Planet,10.99,3549,163,,259,0,285,20,1,Medium
248350,Omegalodon,7.19,241,135,,96,1,337,7,3,Low
248390,Craft The World,13.99,6946,984,,1891,0,268,20,6,High
248470,Doorways: Prelude,6.99,364,188,,130,0,89,20,2,Low
248530,Depth Hunter 2: Deep Dive,10.99,659,227,,288,0,113,13,3,Medium
248550,Megabyte Punch,11.99,866,108,,57,0,307,20,3,Low
248570,Toribash,0.0,11143,1563,,130,1,291,20,5,Low
248610,Door Kickers,14.99,5834,349,,366,1,149,20,4,High
248630,Kingdoms Rise,11.99,492,585,,22,0,190,10,4,Low
248650,Draw a Stickman: EPIC,2.79,783,248,,84,0,178,8,0,Low
248820,Risk of Rain,6.99,22700,1589,,946,0,288,20,7,High
248860,NEO Scavenger,11.39,2947,319,,906,0,228,20,6,High
249050,Dungeon of the Endless™,8.99,7423,1046,,648,1,288,20,5,High
249130,LEGO® Marvel™ Super Heroes,14.99,8797,691,,4034,0,332,20,5,High
249230,Risen 3 - Titan Lords,10.99,2756,1144,,412,0,303,20,4,High
249330,Unholy Heights,2.79,1120,126,,86,0,306,20,1,Low
249360,Zafehouse: Diaries,1.69,273,131,,298,0,338,11,4,High
249570,The Castle Doctrine,12.49,176,190,,38,1,325,11,2,Low
249590,Teslagrad,6.99,1581,258,,449,0,292,20,1,High
249610,Galactic Arms Race,1.99,41,33,,112,0,212,4,1,Low
249650,Blackguards,26.99,1669,1050,,174,0,336,18,2,Medium
249680,Marlow Briggs and the Mask of Death,3.99,1685,138,,57,0,264,11,1,Low
249870,Scribblenauts Unmasked: A DC Comics Adventure,14.99,1284,287,,124,0,337,19,6,Low
249990,FORCED: Slightly Better Edition,10.99,1804,621,,241,1,291,20,5,Medium
250050,Life Goes On: Done to Death,6.99,1516,63,,151,0,163,20,1,Medium
250070,TorqueL,6.99,15,4,,162,0,203,4,1,Medium
250110,Assault Android Cactus,10.99,1282,71,,379,0,264,20,3,High
250180,METAL SLUG 3,5.99,5229,553,,212,0,243,20,5,Medium
250260,Jazzpunk: Director's Cut,10.99,4136,393,,305,0,295,19,2,High
250320,The Wolf Among Us,11.99,21127,517,,675,0,340,20,1,High
250340,Blockland,7.19,3706,1444,,625,0,241,20,8,High
250380,Knock-knock,6.99,946,132,,507,0,300,14,0,High
250400,How to Survive,10.99,12965,2751,,333,0,340,20,7,High
250420,8BitMMO,0.0,2822,1972,,31,0,251,20,10,Low
250460,Bridge Constructor,6.99,840,286,,158,0,265,7,0,Medium
250500,Super Amazing Wagon Adventure,2.09,1691,93,,270,0,273,18,3,Medium
250520,UnderRail,9.99,1485,252,,29,0,339,20,3,Low
250560,Fight The Dragon,6.99,1004,256,,283,1,206,19,5,Medium
250580,Paranautical Activity: Deluxe Atonement Edition,6.99,961,430,,321,0,175,16,5,High
250600,The Plan,0.0,19476,1644,,8,0,332,20,0,Low
250620,Among the Sleep - Enhanced Edition,13.49,3897,608,,83,0,217,20,2,Low
250640,Croixleur Sigma,5.59,268,62,,416,0,338,9,1,High
250660,Bunny Must Die! Chelsea and the 7 Devils,6.99,221,100,,425,0,297,12,1,High
250680,BELOW,19.99,340,143,,72,0,103,19,3,Low
250700,Super Time Force Ultra,10.99,675,72,,133,0,138,20,3,Medium
250760,Shovel Knight: Treasure Trove,18.99,9334,332,,501,0,203,20,2,High
250900,The Binding of Isaac: Rebirth,10.99,72830,1840,,4583,0,337,20,3,High
251060,Wargame: Red Dragon,24.99,7949,1137,,1702,0,246,20,4,High
251130,Chroma Squad,11.39,2656,197,,188,0,261,19,2,Medium
251150,The Legend of Heroes: Trails in the Sky,12.99,3413,318,,3755,0,293,18,3,High
251170,Damned,15.49,2538,974,,450,0,255,10,4,High
251230,Livelock,7.19,307,87,,252,0,234,11,3,Medium
251310,Eleusis,9.99,130,99,,208,0,307,4,0,Medium
251470,TowerFall Ascension,10.99,1906,125,,337,0,312,18,4,High
251530,Anomaly Korea,3.99,433,113,,261,0,296,6,2,Medium
251570,7 Days to Die,18.99,60718,16905,,2953,1,228,19,9,High
251690,Speedball 2 HD,6.99,345,186,,91,0,256,6,1,Low
251710,Chainsaw Warrior,3.99,176,148,,141,0,337,10,2,Medium
251730,Legend of Grimrock 2,17.99,2075,215,,951,0,293,20,2,High
251770,Shadow Man,3.99,409,55,,48,0,263,14,1,Low
251850,Master Reboot,11.99,465,150,,173,0,261,14,1,Medium
251870,Go! Go! Nippon! ~My First Trip to Japan~,6.99,2319,313,,184,0,184,12,0,Medium
251890,World of Diving,14.99,349,264,,693,1,152,15,3,High
251910,Solar Flux,6.99,217,69,,135,0,261,4,1,Medium
251950,WWII Online,0.0,905,1300,,10,0,282,19,8,Low
251990,Long Live The Queen,6.99,5656,305,,350,0,268,20,2,High
252010,Oniken: Unstoppable Edition,3.99,589,123,,294,0,297,10,1,High
252030,Valdis Story: Abyssal City,10.99,1934,345,,1234,0,265,20,2,High
252050,Construction Machines 2014,4.99,38,272,,108,0,257,3,0,Low
252110,Lovers in a Dangerous Spacetime,10.99,1870,105,,249,0,95,16,3,Medium
252130,Divide By Sheep,3.99,713,49,,140,0,223,5,0,Medium
252170,Anomaly Warzone Earth Mobile Campaign,3.99,262,63,,152,0,283,5,2,Medium
252230,YAIBA: NINJA GAIDEN Z,22.99,247,120,,68,0,324,10,1,Low
252250,Maia,17.98,462,463,,19,0,288,20,4,Low
252270,Zombie Tycoon 2: Brainhov's Revenge,3.99,166,89,,133,0,89,6,2,Medium
252290,Elegy for a Dead World,10.99,173,89,,3,0,126,11,0,Low
252310,Syder Arcade,6.99,533,92,,173,0,274,15,3,Medium
252330,Slender: The Arrival,6.99,4468,578,,46,0,340,20,4,Low
252350,Double Dragon: Neon,6.99,1520,449,,182,0,265,18,3,Medium
252410,SteamWorld Dig,6.99,4095,311,,169,0,289,20,3,Medium
252450,StarDrive 2,22.99,967,758,,833,0,238,8,1,High
252470,Space Pirates And Zombies 2,14.99,1667,437,,1244,0,293,20,8,High
252490,Rust,27.79,220370,53709,,9352,1,316,20,10,High
252530,OMSI 2: Steam Edition,27.11,2717,803,,7999,0,236,19,4,High
252610,Death Road to Canada,10.99,3307,234,,1139,0,223,20,6,High
252630,Eldritch Reanimated,9.99,1556,210,,186,0,129,20,4,Medium
252670,Nihilumbra,4.99,2268,272,,260,0,282,17,1,Medium
252690,Fantasy Grounds,29.99,377,100,,43074,1,299,15,5,High
252710,The Last Express Gold Edition,4.99,164,36,,1,0,269,10,0,Low
252870,PULSAR: Lost Colony,19.49,1989,212,,1159,1,196,19,8,High
252910,Skyscraper Simulator,2.09,63,349,,44,0,318,5,0,Low
252950,Rocket League®,14.99,242561,21816,,5825,1,327,20,5,High
253030,Race The Sun,6.99,5258,343,,172,0,235,20,1,Medium
253110,The Cat Lady,7.19,3446,246,,229,0,228,20,0,Medium
253150,Halfway,9.99,429,123,,430,0,161,12,3,High
253230,A Hat in Time,22.99,14019,292,,377,0,184,20,3,High
253250,Stonehearth,15.49,5242,1719,,644,0,289,20,6,High
253290,FOTONICA,10.99,598,82,,432,0,294,12,1,High
253330,Neverending Nightmares,10.99,1505,517,,248,0,257,18,1,Medium
253370,Axis Game Factory's AGFPRO v3,7.19,233,128,,198,0,300,7,1,Medium
253390,Hot Tin Roof: The Cat That Wore A Fedora,10.99,111,59,,247,0,272,11,2,Medium
253430,CastleMiner Z,2.79,4478,1831,,192,0,234,20,10,Medium
253490,CABAL Online,0.0,495,277,,3,0,190,7,3,Low
253510,WARMACHINE: Tactics,0.0,459,560,,273,1,282,14,3,Medium
253570,Gentlemen!,3.99,50,83,,8,0,113,5,2,Low
253610,Wrack,6.99,371,137,,48,0,244,16,3,Low
253690,Tiny Brains,7.19,337,94,,132,0,321,11,2,Low
253710,theHunter Classic,0.0,11440,15403,,163,0,288,20,9,Medium
253750,Ikaruga,6.99,1398,70,,454,0,248,20,3,High
253770,Bus-Simulator 2012,7.19,313,552,,47,0,338,6,1,Low
253790,rymdkapsel,5.59,168,36,,495,0,165,10,1,High
253840,Shantae: Half-Genie Hero,14.99,1704,160,,309,0,274,20,1,High
253860,Earth 2140,3.99,110,87,,255,1,300,4,1,Medium
253880,Earth 2150 Trilogy,4.99,320,117,,342,1,287,4,1,High
253900,Knights and Merchants,4.99,2341,515,,239,0,335,12,2,Medium
253960,Jack Orlando: Director's Cut,3.99,194,111,,297,0,317,5,0,High
253980,Enclave,3.99,4076,1139,,213,0,243,18,4,Medium
254060,KnightShift,4.99,467,316,,254,1,281,7,3,Medium
254080,World War III: Black Gold,3.99,247,196,,290,1,339,4,2,Medium
254200,FortressCraft Evolved!,9.99,1775,622,,2902,1,246,20,7,High
254300,Dofus,0.0,264,102,,244,0,251,8,3,Medium
254440,Pool Nation,5.19,2295,253,,1047,0,308,12,3,High
254700,resident evil 4 / biohazard 4,14.99,11260,2172,,1073,0,114,20,3,High
254960,Silent Storm Gold Edition,8.99,572,65,,39,0,337,16,3,Low
255070,Abyss Odyssey,10.99,1349,816,,173,0,227,20,5,Medium
255220,GRID Autosport,24.99,4969,1610,,228,1,194,20,4,Medium
255280,1954 Alcatraz,6.99,695,259,,232,0,335,7,0,Medium
255300,Journey of a Roach,5.99,1022,142,,280,0,329,8,0,Medium
255320,Edna & Harvey: The Breakout,11.99,767,162,,186,0,305,10,0,Medium
255370,KickBeat Steam Edition,6.99,474,251,,195,0,286,8,1,Medium
255420,Magic 2015 - Duels of the Planeswalkers,6.99,1768,2225,,1986,0,306,10,2,High
255710,Cities: Skylines,22.99,67553,6005,,3225,0,266,20,3,High
255870,PixelJunk™ Shooter,6.99,437,47,,221,0,274,14,3,Medium
255940,The 11th Hour,4.79,63,74,,1,0,299,10,0,Low
255960,Bad Mojo Redux,4.79,77,13,,2,0,228,6,0,Low
256010,Jagged Alliance Flashback,14.99,316,374,,269,0,274,11,3,Medium
256190,Enemy Front,15.99,2213,1307,,116,0,275,18,7,Low
256290,Child of Light,12.49,9980,747,,605,0,281,20,2,High
256390,MotoGP™14,7.19,202,217,,309,0,257,4,1,High
256460,Cosmic Star Heroine,10.99,383,42,,283,0,281,16,1,Medium
257030,Project Nimbus,15.49,888,127,,187,0,170,9,1,Medium
257050,Darkout,9.99,409,388,,270,0,270,14,3,Medium
257120,Not The Robots,6.99,428,108,,107,0,314,11,3,Low
257170,Rebuild 3: Gangs of Deadsville,10.99,928,163,,6704,0,201,20,4,High
257260,Inherit the Earth: Quest for the Orb,4.79,61,4,,3,0,137,4,0,Low
257350,Baldur's Gate II: Enhanced Edition,14.99,2600,423,,1163,1,174,20,3,High
257510,The Talos Principle,29.99,17237,785,,230,0,213,20,2,Medium
257690,J.U.L.I.A.: Among the Stars,14.99,609,102,,1,0,321,9,0,Low
257710,Max Gentlemen,0.0,805,117,,49,1,79,8,1,Low
257730,Infinity Wars: Animated Trading Card Game,0.0,2619,690,,153,1,299,15,4,Medium
257750,Bloody Trapland,6.99,2489,497,,207,0,285,20,4,Medium
257830,Violett Remastered,6.99,447,259,,74,0,302,7,0,Low
257850,Hyper Light Drifter,14.99,11027,721,,275,0,86,20,2,Medium
257970,Loren The Amazon Princess,14.99,388,92,,392,0,220,20,1,High
257990,Oozi: Earth Adventure,3.99,574,99,,194,0,286,12,1,Medium
258010,Ring Runner: Flight of the Sages,3.99,593,112,,231,0,307,12,5,Medium
258050,Survivor Squad,2.99,536,268,,134,1,188,13,4,Medium
258090,99 Spirits,6.99,214,147,,380,0,154,10,1,High
258180,Deus Ex: The Fall,7.99,990,2101,,81,0,291,17,4,Low
258200,Talisman: Prologue,4.99,187,143,,231,0,296,8,2,Medium
258220,Blood Knights,6.99,437,277,,773,0,248,8,3,High
258520,The Vanishing of Ethan Carter,14.99,6917,849,,185,0,190,20,1,Medium
258760,Scania Truck Driving Simulator,6.99,830,253,,330,0,338,6,1,High
258880,Professional Farmer 2014,14.99,264,320,,967,0,211,6,3,High
258910,Citizens of Earth,9.99,241,69,,529,0,206,8,1,High
258950,Montague's Mount,3.99,241,168,,125,0,264,6,0,Low
258970,Gauntlet™ Slayer Edition,14.99,4997,1407,,152,0,244,20,6,Medium
259020,Dragon's Prophet,0.0,594,267,,152,0,285,9,4,Medium
259060,Dominions 4: Thrones of Ascension,26.99,1208,113,,74,1,301,15,3,Low
259080,Just Cause 2: Multiplayer Mod,0.0,12261,1099,,431,0,205,20,7,High
259130,Wasteland 1 - The Original Classic,4.49,243,65,,82,0,292,18,4,Low
259170,Alone in the Dark,6.99,199,304,,86,0,323,12,4,Low
259190,Alone in the Dark: The New Nightmare,4.99,149,103,,6,0,294,6,1,Low
259320,Heli Heroes,3.99,146,174,,282,0,260,4,1,Medium
259340,Chicken Shoot Gold,4.99,139,108,,326,0,218,4,2,High
259390,Ballpoint Universe - Infinite,2.79,483,144,,504,0,281,8,2,High
259410,Sneaky Sneaky,3.99,234,28,,82,0,132,7,2,Low
259470,Particulars,4.79,55,25,,206,0,137,3,0,Medium
259510,Shufflepuck Cantina Deluxe,7.19,415,75,,346,0,271,8,1,High
259550,Hero of the Kingdom,4.79,2936,237,,306,0,296,13,2,High
259570,EDEN STAR,14.99,642,210,,195,0,187,19,8,Medium
259600,Finding Teddy,5.99,709,147,,139,0,270,12,0,Medium
259620,3079 -- Block Action RPG,3.99,231,231,,204,1,212,13,8,Medium
259660,Void Destroyer,7.19,196,112,,9,0,223,9,2,Low
259680,Tales of Maj'Eyal,4.99,2748,133,,7117,0,319,19,3,High
259740,Nightmares from the Deep: The Cursed Heart,6.99,1099,84,,61,0,315,17,0,Low
259810,Home Sheep Home 2,6.99,104,5,,13,0,302,7,1,Low
259830,Wooden Sen'SeY,6.99,62,48,,121,0,274,3,1,Low
259870,OMG Zombies!,3.99,269,66,,422,0,287,10,2,High
259890,Agricultural Simulator: Historical Farming,6.99,63,191,,191,0,340,2,0,Medium
259910,Farming Giant,1.69,47,172,,20,0,336,2,0,Low
260130,Agarest: Generations of War Zero,14.99,248,80,,943,0,312,15,2,High
260210,Assassin’s Creed® Liberation HD,16.99,952,698,,934,0,313,16,3,High
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,12.49,15650,709,,509,0,324,20,1,High
260250,Blood of the Werewolf,1.59,351,227,,205,0,221,12,1,Medium
260410,Get Off My Lawn!,0.0,1135,397,,7,0,323,12,3,Low
260430,The Four Kings Casino and Slots,0.0,2056,948,,388,0,279,14,1,High
260550,Haunted,10.99,59,20,,753,0,126,5,0,High
260750,Neighbours from Hell Compilation,8.99,1639,51,,170,0,279,10,1,Medium
260790,1001 Spikes,9.99,455,103,,214,0,339,16,3,Medium
261110,Killer is Dead - Nightmare Edition,14.99,4940,1599,,278,0,251,20,1,Medium
261180,Lethal League,9.99,5196,346,,258,1,332,20,4,Medium
261470,Distant Worlds: Universe,44.98,885,267,,209,0,233,18,2,Medium
261490,Bedlam,9.99,571,184,,150,0,289,11,3,Medium
261510,Tesla Effect: A Tex Murphy Adventure,14.99,865,121,,82,0,256,20,0,Low
261640,Borderlands: The Pre-Sequel,29.99,16909,5076,,1661,0,163,20,8,High
261700,Eryi's Action,3.99,1086,152,,159,0,328,13,1,Medium
261760,Lichdom: Battlemage,7.19,1400,1036,,351,0,53,15,4,High
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,12.99,570,66,,305,0,297,13,0,High
262060,Darkest Dungeon®,18.99,41544,6741,,1121,0,305,20,3,High
262120,Toy Soldiers: Complete,10.99,505,164,,57,0,275,15,5,Low
262150,Vanguard Princess,3.99,1975,773,,245,0,240,20,2,Medium
262210,Last Knight: Rogue Rider Edition,4.99,164,36,,105,0,195,13,1,Low
262240,SUGURI,4.79,125,19,,308,0,288,10,2,High
262260,Jets'n'Guns Gold,4.99,969,130,,5,0,288,17,2,Low
262280,Dungeons 2,14.99,3043,787,,282,1,237,17,4,Medium
262390,Cloudbuilt,14.99,703,122,,171,0,171,14,1,Medium
262410,World of Guns: Gun Disassembly,0.0,11178,2300,,99,0,123,20,5,Low
262470,Rollers of the Realm,6.99,442,48,,172,0,315,9,2,Medium
262490,Manga Maker Comipo,29.99,424,130,,129,0,252,9,0,Low
262550,Gunman Clive,1.59,605,79,,31,0,316,11,2,Low
262750,GoD Factory: Wingmen,15.49,211,93,,810,0,239,12,5,High
262770,Freedom Fall,6.99,333,26,,75,0,244,7,1,Low
262830,Crimsonland,10.59,1587,179,,376,0,294,20,5,High
262850,The Journey Down: Chapter Two,14.99,344,14,,282,0,159,20,0,Medium
262920,Super Chain Crusher Horizon,10.99,14,13,,202,0,226,5,1,Medium
262940,Broken Sword 5 - the Serpent's Curse,18.99,1465,206,,184,0,272,17,0,Medium
262960,Castle In The Darkness,4.79,808,215,,862,0,266,11,2,High
263020,STARWHAL,9.29,565,66,,407,0,298,20,3,High
263060,Blockstorm,3.99,5363,1298,,253,1,240,20,6,Medium
263080,Pixel Boy and the Ever Expanding Dungeon,0.79,150,72,,14,0,316,13,4,Low
263100,9.03m,0.0,804,163,,17,0,311,10,0,Low
263280,Spintires®: The Original Game,9.99,17042,2965,,1922,0,251,20,7,High
263300,BlazBlue: Calamity Trigger,6.99,1843,301,,174,0,153,18,2,Medium
263320,Saturday Morning RPG,4.99,387,98,,710,0,122,13,1,High
263360,3089 -- Futuristic Action RPG,4.99,371,146,,170,0,227,14,6,Medium
263400,War of the Human Tanks,6.99,429,62,,399,0,176,11,1,High
263460,Girls Like Robots,4.99,150,58,,262,0,299,7,0,Medium
263500,Dragons and Titans,0.0,2428,708,,137,1,334,20,11,Medium
263540,Villagers and Heroes,0.0,1651,1272,,142,0,299,20,10,Medium
263560,Paper Sorcerer,3.99,436,102,,480,0,299,13,1,High
263620,Mitsurugi Kamui Hikae,6.99,2450,534,,254,0,253,20,1,Medium
263700,Muffin Knight,3.99,293,89,,5,1,190,5,1,Low
263740,FootLOL: Epic Fail League,9.99,837,152,,5,0,229,20,5,Low
263760,Turbo Dismount™,6.99,3800,346,,295,0,198,20,3,High
263820,EvilQuest,1.59,530,69,,74,0,226,9,2,Low
263860,SPACECOM,7.99,261,97,,139,1,142,5,2,Medium
263880,Aqua Kitty - Milk Mine Defender,4.99,357,49,,37,0,229,17,3,Low
